date,tr_mean,tr_min,tr_max,tr_std,pr_mean,pr_min,pr_max,pr_std,lf_mean,lf_min,lf_max,lf_std,pos_mean,pos_min,pos_max,pos_std,tags_mean,tags_min,tags_max,tags_std
2021-10-08 17:30:05.767468,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.15,47.08,47.26,0.03,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-09 06:00:05.654646,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.22,46.83,47.3,0.07,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-09 17:30:07.006916,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.09,46.8,47.3,0.06,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-10 06:00:03.136318,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.12,46.81,48.0,0.12,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-10 17:30:03.563686,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.1,46.94,47.45,0.07,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-11 06:00:03.141191,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.01,46.4,47.14,0.13,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-11 17:30:02.440628,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.17,47.08,47.7,0.09,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-12 06:00:03.239059,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.23,47.11,47.45,0.09,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-12 17:30:02.679349,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.17,46.93,47.5,0.09,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-13 06:00:04.115431,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.09,46.7,47.3,0.06,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-13 17:30:07.267699,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.26,47.14,48.0,0.11,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-14 06:00:03.649646,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.19,46.83,47.28,0.06,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-14 17:30:03.892385,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.17,46.9,47.5,0.06,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-15 06:00:04.693254,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.24,46.8,47.55,0.08,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-15 17:30:07.682241,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.22,47.0,47.47,0.07,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-16 06:00:04.150307,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.22,47.03,47.95,0.13,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-16 17:30:03.623259,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.23,47.13,48.0,0.13,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-17 06:00:02.839540,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.07,46.7,47.4,0.1,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-17 17:30:04.386608,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.11,47.0,47.21,0.03,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-18 06:00:04.009838,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.26,46.75,47.39,0.11,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-18 17:30:04.655693,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.09,46.94,47.32,0.07,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-19 06:00:04.665772,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.11,47.0,47.33,0.05,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-19 17:30:04.237759,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.18,47.08,47.9,0.15,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-20 06:00:06.636208,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.04,46.93,47.13,0.03,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-20 17:30:06.881752,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.33,47.23,47.59,0.1,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-21 06:00:03.263872,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,46.99,46.76,47.1,0.08,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-21 17:30:03.462986,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.18,47.1,47.6,0.06,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-22 06:00:02.732915,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.2,47.05,48.0,0.11,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-22 17:30:03.274356,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.16,46.8,47.25,0.09,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-23 06:00:03.307302,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.22,46.75,47.32,0.1,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-23 17:30:03.256952,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.33,47.19,47.68,0.11,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-24 06:00:02.696096,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.18,46.8,47.4,0.07,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-24 17:30:02.527296,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.02,46.6,47.11,0.11,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-25 06:00:03.192484,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.17,46.95,47.32,0.06,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-25 17:30:02.594525,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,46.99,46.83,47.2,0.06,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-26 06:00:03.468587,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.19,47.04,47.4,0.04,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-26 17:30:06.291821,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.22,46.9,47.45,0.06,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-27 06:00:03.283725,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,46.99,46.55,47.09,0.1,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-27 17:30:02.660982,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.22,47.1,47.53,0.06,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-28 06:00:03.228600,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.24,47.15,47.8,0.1,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-28 17:30:03.526255,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.26,47.03,47.4,0.05,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-29 06:00:02.704077,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.18,47.03,47.4,0.04,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-29 17:30:03.164418,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.11,46.6,47.2,0.08,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-30 06:00:02.865059,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.15,47.0,47.24,0.03,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-30 17:30:02.375628,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.05,46.6,47.15,0.09,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-31 06:00:03.091509,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.17,46.8,47.27,0.09,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-10-31 17:30:05.612371,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.12,46.7,47.57,0.08,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-11-01 06:00:03.027311,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.24,47.17,47.5,0.07,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-11-01 17:30:04.517591,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.03,46.78,47.2,0.07,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-11-02 06:00:03.007884,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,46.95,46.3,47.07,0.14,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-11-02 17:30:04.121335,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.14,46.7,47.22,0.08,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-11-03 06:00:02.969150,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.08,46.92,47.35,0.08,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-11-03 17:30:02.976227,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.21,47.09,47.5,0.06,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-11-04 06:00:03.962406,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.23,47.15,47.85,0.1,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-11-04 17:30:03.731203,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.17,46.83,47.25,0.07,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-11-05 06:00:03.514958,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.08,46.97,47.42,0.07,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-11-05 17:30:03.469720,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.09,47.03,47.3,0.03,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-11-06 06:00:02.927530,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.09,46.7,47.16,0.07,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-11-06 17:30:02.781696,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.11,46.76,47.4,0.1,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-11-07 06:00:03.353736,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.02,46.76,47.1,0.06,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-11-07 17:30:06.731732,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.2,47.14,47.35,0.05,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-11-08 06:00:03.903048,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.09,46.7,47.2,0.1,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
2021-11-08 17:30:02.917175,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,47.29,47.22,47.6,0.07,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0
